"Data Source","Jobs",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Faroe Islands","FRO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7.725321888","-11.68611269","-9.542913303","0.533746556","36.1162457","9.646531041","0.689693377","3.973450075","1.448738543","-1.936603976","0.504920026","2.137620527","0.036682889","2.235353136","0.408205307","3.708333333","-1.409401366","5.030318837","5.264301456","1.885707546","1.461544027","1.269343222","2.661784381","0.480142671","4.655607891","-0.298498343","2.106707128",
"United Kingdom","GBR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.972683049","7.532649254","4.261548471","2.50650026","1.97849026","2.656452094","2.481100989","1.777945905","1.588923992","1.335406567","0.785269429","1.23589468","1.256192498","1.362921545","1.344595759","2.049668311","2.333527794","2.321035915","3.613498886","2.166231372","3.285714286","4.484239645","2.821709747","2.554546687","1.460191609","0.050020842","0.641613199",
"Georgia","GEO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","162.7171522","39.3575","7.087617629","3.566807813","19.19267582","4.063962014","4.646044421","5.5878373","0.837734532","5.656326362","8.247090431","9.161060064","9.244956705","9.999415709","1.727514611","7.110178975","8.542933333","-0.943658853","-0.512058411","3.068812104","4.003578207","2.134927139",
"Ghana","GHA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","37.25906649","18.03143901","10.05611674","24.95984247","24.87025544","59.4615537","46.56101968","27.88520864","14.62416667","12.40866891","25.19321937","32.9054089","14.81624006","26.67494973","12.62457406","15.11818572","10.91516997","10.73272807","16.52214331","19.25071443","10.70756812","8.726836831","9.160778311","11.60833333","15.49316807","17.1450737","17.47392384",
"Gibraltar","GIB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","31.37330259","34.6952706","22.84442192","18.38406459","4.68438869","15.46198107","21.35046642","15.22455748","11.88842377","9.713977334","8.151969734","8.129877159",
"Gambia, The","GMB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","12.16778411","8.64234326","9.486542506","6.463804228","1.710206323","6.980974418","1.099488708","2.7812279","1.114188412","3.812372054","0.844969567","4.492596092","8.609124744","17.03286654","14.20674328","4.838621775","2.056503425","5.369134737","4.44365491","4.561581547","5.048936576","4.796484979","4.254534775","5.699730297","5.947374922","6.808721148","7.220092431",
"Guinea-Bissau","GNB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","33.00197783","57.59528475","69.5836364","48.10816607","15.17634743","45.36530836","50.73405496","49.10092358","8.01375519","-2.086305132","8.636320949","3.348122655","3.300121753","-3.502585511","0.883302697","3.329199228","1.954737176","4.617437722","10.46007314","-1.651397336","2.517851402","5.046102263","2.130545803","1.207125557","-1.509244606","1.404608873","1.694338806",
"Equatorial Guinea","GNQ","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","0.857871551","-3.425287356","-4.278743156","5.452284737","31.84101684","19.87243495","4.540727715","3.016505407","7.935710698","0.37226617","4.802288869","8.825389259","7.592478498","7.323543994","4.219687871","5.631633514","4.415899842","2.803738318","6.551766912","4.691065677","7.78916548","4.805389222","3.656620483","2.948876946","4.309998661","1.668163737","1.419916698",
"Greece","GRC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","20.40457344","19.47285123","15.86589902","14.41449365","10.92278719","8.937057107","8.196219484","5.538972981","4.766225587","2.636782729","3.166082521","3.37396641","3.629362936","3.530650791","2.89884797","3.54507305","3.19594597","2.89500102","4.15279636","1.210073956","4.712981576","3.329870174","1.501519795","-0.921271918","-1.312242411","-1.735902366","-0.825657581",
"Grenada","GRD","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2.724237365","2.644603679","3.778337531","2.808599168","3.770657673","1.868824753","2.032351721","1.24452783","1.377693304","0.577427639","2.181818182","3.140993052","-0.428006934","2.230087619","2.225019974","3.525018553","4.256049294","3.860670607","8.032255793","-0.309006161","3.436509059","3.033472803","2.41077704","-0.044228555","-0.946757299","-0.62154377","1.721291783",
"Greenland","GRL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","41.22186714","33.16642192","10.045918","11.81969017","10.85532115","8.411413123","11.05691653","9.232902949","6.613460705","5.213610586","5.977577347","7.285873666","8.132630543","5.603476754","7.578622473","9.108649857","6.560852828","6.821617536","11.35576113","1.859102547","3.859509098","6.215341763","3.78250024","4.343371313","3.418361697","2.388720328","4.448441999",
"Guam","GUM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","12.21052632","7.094711973","3.555670906","4.586466165","7.538219399","6.14854333","2.627413142","5.341015214","5.980978141","4.668466224","6.925543039","6.578572668","12.30442642","8.1004624","2.913358428","2.086666667","4.977735637","2.391935213","1.832450594","0.920769724","-0.95739682","0.738640603",
"High income","HIC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","5.39795644","5.035274388","3.87337537","3.854299923","2.7730396685","3.159095662","2.4336266085","2.1859812925","1.861333346","1.655629139","2.54463963","2.54567955","2.0575836","2.0573399995","2.134874759","2.489582068","2.495874931","2.756723716","4.5448299425","1.2682230935","2.0198118515","3.375056942","2.709376573","1.4715603945","0.97603508","0.334308399","0.528651721",
"Hong Kong SAR, China","HKG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","10.42654028","11.15879828","9.652509653","8.802816901","8.737864078","9.077380952","6.275579809","5.776636714","2.912621359","-4.009433962","-3.685503686","-1.658163265","-2.983138781","-2.673796791","-0.274725275","0.826446281","2.049180328","2.008032129","4.330708661","0.628930818","2.25","5.256723716","4.06504065","4.352678571","4.49197861","2.968270215","2.385685885",
"Honduras","HND","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","23.32256644","33.97226025","8.759886253","10.74864672","21.72934688","29.46452923","23.83783531","20.19986676","13.66810775","11.66374098","11.04803493","9.665749115","7.698865295","7.674166394","8.113790971","8.809060748","5.577752077","6.936214709","11.4062209","5.492025278","4.700549929","6.762279573","5.196186155","5.161898986","6.129249303","3.15783118","2.724612233",
"Heavily indebted poor countries (HIPC)","HPC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.80401094","14.017611375","10.09896715","9.37034416","29.187619425","14.46254822","10.68099962","7.76914903","6.209041591","4.074176136","4.165404423","4.793181496","3.895705258","5.303566215","4.668466224","8.448726423","7.196736744","7.952209909","10.46007314","4.362348293","4.700549929","6.762279573","6.27090301","5.161898986","4.473006786","4.030032775","5.300786748",
"Croatia","HRV","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","500","122.2222222","625","1500","107.3275862","3.95010395","4.3","4.170661553","6.396686608","4.019138756","4.611315547","3.776702467","1.671784374","1.767337808","2.055396791","3.317178244","3.189825915","2.899282756","6.076968388","2.378528459","1.030555053","2.272727273","3.412073491","2.216582064","-0.21519616","-0.464499005","-1.1",
"Haiti","HTI","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","21.27603201","15.41990737","19.35849465","29.70597151","39.33161954","27.60818517","20.58359621","20.55900734","10.6343382","8.670957197","13.70772152","14.17328042","9.853443781","39.28144555","22.81171126","15.72864619","13.06571209","8.528784648","15.51967613","-0.014636278","5.696511023","8.411071041","6.279665496","5.853472722","4.566173531","9.016518813","13.83374255",
"Hungary","HUN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","28.97015327","34.23400884","22.94980119","22.45105345","18.86639004","28.30287036","23.42814371","18.31412978","14.17506692","10.03092578","9.780586324","9.156272293","5.261540654","4.648457584","6.779959775","3.550808314","3.878312373","7.935008875","6.066157153","4.209189843","4.881345076","3.920735315","5.667639606","1.721102477","-0.222315061","-0.070282476","0.400742226",
"Indonesia","IDN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7.812677403","9.416131453","7.52573572","9.687785514","8.518497243","9.432054587","7.968480169","6.229896168","58.38708718","20.48911753","3.720024005","11.50209251","11.87875643","6.585719187","6.243520926","10.45195661","13.10941528","6.407448459","9.776585195","4.813524326","5.1327549","5.357499604","4.279511959","6.413386778","6.394925408","6.363121131","3.525805157",
"Isle of Man","IMN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.971233545","13.87024609","11.78781925","6.362038664","10.21150033","10.22488756","8.977149075","7.16425362","13.2308409","4.669821024","4.009433962","3.684807256","4.392199745","3.805865922","3.76723848","4.246353323","6.145522388","6.369996746","8.351816444","10.87739112","11.99229692","8.857845297","9.312445605","10.90764331","6.649500151","4.906973441","4.941447235",
"Ireland","IRL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.274111675","3.194888179","3.119790426","1.408775982","2.345707128","2.514463729","1.693075754","1.437210957","2.426878025","1.640271493","5.564830273","4.872354846","4.651952462","3.479883193","2.194873403","2.431540999","3.938894713","4.87992471","4.053506283","-4.47993767","-0.946166395","2.578870455","1.692784715","0.502678204","0.196785831","-0.294599018","0",
"Iran, Islamic Rep.","IRN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7.627674938","17.12856794","25.80772262","21.20263075","31.44702842","49.65598585","28.93734402","17.34922575","17.86613421","20.07070781","14.47675132","11.27424713","14.33593374","16.46801162","14.7615087","13.43311801","11.9395522","17.21304635","25.54984461","13.50026182","10.13714717","20.62833206","27.35738864","39.26636098","17.23535868","13.70579975","8.569717835",
"Iraq","IRQ","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","180.952381","83.61581921","207.6923077","448.5","387.3108478","-16.11732575","23.06319968","14.76877356","12.57776234","4.978962132","16.3740815","19.3166946","33.6162106","26.96190682","36.95948092","53.23096291","-10.06749258","12.66285283","6.873615472","2.877747253","5.801455371","6.089096416","1.879498007","2.235974079","1.393330288","",
"Iceland","ISL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","15.51071879","6.808779591","3.959330787","4.082794308","1.551158397","1.654753745","2.297245232","1.746998729","1.716725091","3.224749922","5.11872936","6.395392326","5.174353206","2.064839572","3.150849112","4","6.675824176","5.06366784","12.67818916","12.00581173","5.393595958","3.990412645","5.1952906","3.884644993","2.034999715","1.631284916","1.694700967",
"Israel","ISR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","17.17334287","19.00595208","11.94801864","10.94394379","12.34226613","10.04302032","11.27662443","9.001150887","5.434843012","5.194455279","1.124841572","1.115838947","5.68743818","0.669536734","-0.413701804","1.326600199","2.114186498","0.51010202","4.597472385","3.325","2.69295911","3.459195493","1.70761176","1.525873129","0.475956015","-0.633122293","-0.544936284",
"Italy","ITA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.49627263","6.3","5.079962371","4.476275739","4.027420737","5.244371225","3.974524284","2.04310552","1.962939698","1.655629139","2.519318302","2.787816211","2.461074837","2.676470588","2.21522009","1.999065857","2.06978661","1.821444594","3.375044061","0.750149177","1.539893392","2.741438213","3.04136253","1.219992129","0.241057543","0.03878675","-0.123335389",
"Jamaica","JAM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","21.96017512","51.07109773","77.29659296","22.06994942","35.06339425","19.90874884","26.40665661","9.657552613","8.63189613","5.954239491","8.171083561","6.990623416","7.07746604","10.32207758","13.62567735","15.2960432","8.591976124","9.293255157","22.02092769","9.573787278","12.60950824","7.529692443","6.898248186","9.344402834","8.290005777","3.677171055","2.349420027",
"Jordan","JOR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","16.19213756","8.155495979","3.995835606","3.316666667","3.516696241","2.353124513","6.501218027","3.037884203","3.091666667","0.606256568","0.666880926","1.772204374","1.83299389","1.63","3.361868215","3.493685346","6.251724667","5.386824032","14.92781501","-0.678178129","5.013941643","4.158333333","4.520361629","4.830067361","2.891566265","-0.872897594","-0.787514318",
"Japan","JPN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.034708341","3.298059965","1.707358716","1.267416485","0.687940323","-0.123477116","0.131871755","1.761461849","0.663269433","-0.329449578","-0.653015156","-0.740055504","-0.923494027","-0.256541816","-0.008573388","-0.282946069","0.249355116","0.060039454","1.380078862","-1.35283673","-0.719979429","-0.267633601","-0.051939058","0.346440326","2.761954083","0.78951789","-0.116666667",
"Kazakhstan","KAZ","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","1877.372395","176.1552989","39.18254237","17.40804106","7.146326655","8.296027653","13.18089059","8.354137772","5.836924521","6.438218101","6.88205439","7.579999291","8.590816259","10.76867075","17.1519334","7.30635449","7.115813597","8.348569186","5.113708884","5.836702333","6.71830658","6.646187509","14.51024459",
"Kenya","KEN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","17.78181443","20.08449558","27.33236445","45.9788813","28.81438943","1.554328161","8.864087416","11.36184505","6.722436508","5.742001095","9.980025154","5.738598143","1.961308217","9.81569063","11.62403554","10.31277836","14.45373421","9.75888023","26.23981664","9.234125924","3.961388891","14.0215499","9.378395851","5.71827408","6.877498097","6.582410917","6.297547502",
"Kyrgyz Republic","KGZ","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","31.94733772","23.43542785","10.45738258","37.03092584","18.70073428","6.919679894","2.134209863","2.974612952","4.110813735","4.354851339","5.561201869","10.17524134","24.5242075","6.898629424","7.967722256","16.49588472","2.687027306","6.606535722","7.534247298","6.503318391","0.421679458",
"Cambodia","KHM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","-0.798944338","7.150861409","7.960213978","14.80650354","4.008207021","-0.791992529","-0.6006483","3.225083615","1.210011336","3.924781663","6.349255065","6.143255757","7.66839343","24.99717885","-0.661307602","3.99623008","5.478587304","2.932724618","2.94260016","3.855238553","1.221270061","3.021957401",
"Kiribati","KIR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","4.010984078","4.323739444","2.858446725","1.794861464","1.442269588","2.956800251","2.086573852","8.905183391","3.44635866","3.363036304","2.148855327","2.303447483","2.041091026","2.235436644","2.314554622","3.37781904","8.467980332","4.513026439","5.338104135","2.034306199","0.50550031","5.835165196","0.816089282","1.10698554","0.247865392","-2.30187563","-0.690142376",
"Korea, Rep.","KOR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.577633008","9.3","6.306306306","4.745762712","6.256742179","4.479695431","4.923429226","4.446869458","7.512080449","0.81144773","2.265333173","4.066419648","2.762511352","3.514879242","3.590591391","2.754090201","2.241847104","2.534846871","4.673795957","2.756686477","2.939181359","4.02584625","2.187221208","1.301377058","1.274799694","0.706962879","0.97",
"Kuwait","KWT","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","9.833635315","9.058188362","-0.545471214","0.382541365","2.534435262","2.686727566","3.553985697","0.682191435","0.129658288","2.990810359","1.812946139","1.3","0.888450148","0.961350294","1.248564437","4.142975836","3.057013392","5.484949833","10.58270979","4.609595484","4.496402878","4.905335628","3.199343724","2.702702703","2.908900929","3.271702481","3.198404612",
"Latin America & Caribbean (excluding high income)","LAC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","23.660865775","27.33839167","15.350644125","15.014175795","12.194783125","12.53595946","11.53794241","8.296567548","7.673228957","6.470541868","7.724135662","6.837830757","5.341015214","5.980978141","5.904678173","5.393231069","4.296333435","6.426279345","10.06624182","2.913358428","3.859509098","5.128923767","4.111508546","2.816502821","3.518478182","3.129002745","2.7731599925",
"Lao PDR","LAO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","35.64298297","13.44155844","9.86452967","6.267222415","6.784480786","19.59391899","13.0244157","27.50886245","90.98073456","125.2721284","25.08464143","7.811807948","10.63134463","15.48935292","10.46226673","7.165417599","6.80218938","4.522297607","7.629305029","0.035294368","5.982348385","7.576924053","4.256942205","6.364939277","4.13522637","1.276227705","1.509359614",
"Lebanon","LBN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","1.187649453","3.989841464","4.918552036","6.636929495","5.543828737","0.749718611","-3.748891999","-0.814751744",
"Liberia","LBR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","14.15964701","10.33028812","7.829087049","10.83435885","7.341446083","11.39070907","17.49021427","7.42755575","7.291036635","8.486600465","6.834768221","7.574897857","9.826358043","7.782652921","8.833967088",
"Libya","LBY","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.451462408","11.8960953","9.35975159","11.07355327","5.112598904","7.237984945","4.028077754","3.550295858","3.709273183","2.648622523","-2.9","-8.813937521","-9.797647059","-2.19115192","-2.197567741","2.650205761","1.459268762","6.25098783","10.3607289","2.459900256","2.799895001","15.51848153","6.059803922","2.605818027","","","",
"St. Lucia","LCA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","4.267556629","6.149550531","5.138897799","0.848181596","2.815916652","5.629659215","0.92484261","-0.005520287","3.201943417","3.503797841","3.710786087","5.30722081","-0.255536627","1.034253724","1.460368144","3.910769658","2.338321753","3.072637855","7.175961687","-1.672072072","3.250344092","2.769407941","4.177635871","1.472018389","3.518478182","-0.984309204","-3.09324257",
"Latin America & Caribbean","LCN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","21.96017512","22.66151183","12.0603236","10.74864672","8.814694018","10.564374215","8.5740175325","7.047338847","5.361476605","3.503797841","4.608229989","4.359340652","4.240266607","4.548137924","4.437380801","4.69927739","4.296333435","5.543753935","8.584013752","2.591946734","3.556123806","5.128923767","4.111508546","2.738631757","3.4040537115","2.5546807955","2.53701613",
"Least developed countries: UN classification","LDC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","10","15.05013078","14.51237861","9.5248453705","24.57101373","15.448025835","9.330314585","7.960213978","8.031666655","6.106695898","3.9552617665","4.793181496","3.895705258","6.8971612425","4.63500759","7.564080617","7.0585362755","7.78675561","10.55993552","4.561581547","5.982348385","7.576924053","6.279665496","5.51827137","4.58525377","4.521708543","5.513525727",
"Low income","LIC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.78448383","14.017611375","12.76077646","9.679346581","28.73577154","17.81145371","9.220466624","5.572257111","5.753314584","3.385424273","3.822600881","5.007432908","3.416581948","6.6232647945","4.454067129","7.8439317465","7.3260611095","7.46531608","10.46007314","4.6229851185","4.397413832","7.622822628","6.588359616","4.569440498","4.379840041","5.4851328835","5.7254587",
"Liechtenstein","LIE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","21.49525205","12.18563072","11.38343705","11.74673702","8.448712487","7.674848734","15.93583104","9.573696264","9.364243007","4.69170563","6.17627591","14.1584558","9.55103167","6.314637871","7.57592583","11.6396861","10.02018361","15.84211149","22.56449553","3.464963221","6.217648893","6.716768436","7.542913732","6.911546529","2.763286599","2.236852542","3.987896656",
"Lower middle income","LMC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","10.65350579","13.22426577","10.09896715","10.36115574","10.48614004","10.22488756","10.03112033","7.960213978","9.357042177","6.097778266","4.366664513","4.793181496","3.86326682","5.140448251","5.339873524","6.7817360475","6.1932778345","7.6672067825","11.49210221","4.5873232585","5.9979786605","7.3332991135","5.1671516265","5.716927089","5.274150593","4.0322709665","3.5755222625",
"Low & middle income","LMY","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.78448383","13.87024609","10.75116037","10.911099995","22.414552585","12.53595946","9.794301896","7.2667651195","7.4697135005","5.213610586","4.4783322565","5.198885257","5.031956144","5.303566215","4.735801439","6.807382031","6.251724667","6.426279345","10.40242864","4.2347657415","4.509236918","6.270753408","5.086829568","4.492580767","3.7141832015","3.060357042","3.381885055",
"Lesotho","LSO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.634757","17.67810026","17.20852018","13.13566077","8.214738622","9.270833333","9.330314585","","","","6.131975387","-9.616153539","33.81257834","6.629163571","5.023420686","3.437884231","6.072718797","8.01243669","10.71566613","7.379439352","3.597811021","5.024816566","6.1035928","4.928340711","5.340361677","3.175454594","6.609116058",
"Lithuania","LTU","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","410.2409877","72.15013902","39.65679677","24.6181275","8.877890341","5.074934299","0.753709399","1.00678733","1.355134954","0.298342541","-1.145753002","1.181321743","2.643462936","3.745037021","5.730244104","10.92741147","4.451512479","1.319184445","4.130300688","3.089983269","1.047466621","0.103789914","-0.884108435","0.905521554",
"Luxembourg","LUX","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.701983124","3.11835932","3.154168788","3.57791984","2.20480898","1.915249471","1.393467621","1.367511396","0.958566261","1.004836897","3.147371816","2.667458005","2.074076174","2.049840427","2.22568082","2.489582068","2.675833333","2.303365771","3.400264976","0.369816243","2.273404833","3.409795876","2.664199548","1.734030794","0.629749069","0.474513795","0.299166667",
"Latvia","LVA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","243.2668225","108.7677305","35.92509236","24.97943287","17.61127868","8.437832094","4.658303933","2.358842993","2.648592284","2.478667208","1.923076923","2.956623225","6.21575666","6.723585912","6.5","10.14084507","15.43052003","3.471196455","-1.070663812","4.401154401","2.211472011","0","0.60851927","0.201612903","0.134138162",
"Macao SAR, China","MAC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7.969693844","9.568877659","7.713921684","6.705885528","6.252068902","8.558666043","4.822486768","3.490937151","0.172630385","-3.199455412","-1.605719644","-1.989279333","-2.637335926","-1.560354513","0.985383478","4.390957879","5.156566443","5.57037037","8.602301431","1.175862515","2.809706258","5.801242236","6.105436186","5.510678322","6.04090194","4.559390763","2.374195989",
"St. Martin (French part)","MAF","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.782594015","7.986166008","5.740246629","5.18311396","5.14167153","6.123581648","2.986809228","1.038198951","2.753113308","0.684782609","1.894634568","0.619801875","2.795619669","1.167733675","1.493444034","0.98264166","3.28476167","2.042085127","3.707317073","0.994825964","0.987355331","0.92236032","1.278741213","1.88750188","0.435456491","1.557907113","1.635311143",
"Monaco","MCO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","29.7693456","23.51349947","11.89512677","7.786485812","39.17011663","31.14565136","9.636339318","5.253304088","11.62356125","12.47907405","11.76593047","12.87405593","12.13550114","12.89707603","-0.058686761","7.352251206","7.610607209","4.639518643","4.641790221","5.088785832","9.678609467","6.384098347",
"Madagascar","MDG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.78448383","8.592647605","14.51237861","10.0083612","38.9417909","49.08021006","19.75635454","4.486382617","6.208016087","9.929533993","11.8596845","7.536284628","16.49852553","-1.704004796","13.9558018","18.36382465","10.76563716","10.28796632","9.296508394","8.954218024","9.247321736","9.482540486","5.713844342","5.826429445","6.080595483","7.404002032","6.654801865",
"Maldives","MDV","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.621169916","14.72983871","16.84790933","20.13370035","3.386100983","5.488861332","6.241245915","7.572834671","-1.404252338","2.953708361","-1.174756812","0.67257737","4.178672399","-1.260651135","-1.685412125","1.300275009","2.738421316","6.794773539","12.04145835","4.530176591","6.149885368","12.85292894","10.88469566","3.805516819","2.12011311","0.953206659","0.502509414",
"Middle East & North Africa","MEA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.039568673","9.029094181","7.592048368","8.063528875","5.127135217","6.741067616","4.46630618","3.550295858","3.125365797","2.648622523","1.812946139","1.74665225","1.83299389","1.981967346","3.122262047","3.104966401","3.483406997","4.168713364","11.27066524","2.920897118","3.913043478","4.521764663","3.731209508","2.9171368725","2.651195499","1.696950405","2.738412087",
"Mexico","MEX","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","26.65264522","22.66151183","15.50854449","9.751530555","6.965778139","34.999275","34.37765819","20.62648433","15.92799503","16.58560509","9.495019139","6.362500348","5.031089531","4.548137924","4.688282872","3.988060736","3.629463226","3.966849629","5.124981692","5.297357127","4.156727837","3.407379617","4.111508546","3.806389823","4.018617202","2.720641263","2.821707752",
"Marshall Islands","MHL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.906054605","13.87024609","10.14181756","11.20636865","13.395138845","12.21052632","9.79968339","7.572834671","7.99472875","5.6431964495","4.978962132","5.367423109","5.238335893","5.151901508","5.023420686","5.311513063","6.125","6.407448459","10.3607289","3.9449673565","4.5801998545","6.1602699825","4.5122146605","4.492580767","3.57312785","2.685982772","2.738412087",
"Macedonia, FYR","MKD","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","126.5833683","16.37358897","2.466600086","1.294364872","0.544199653","-1.279286576","6.60742291","5.198885257","2.314597941","0.855562123","-0.448650207","0.524014939","3.215060576","2.250848719","8.332196298","-0.738905915","1.508268832","3.905065084","3.317185846","2.785281789","-0.281705033","-0.299920476","-0.239290788",
"Mali","MLI","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","0.606339704","1.80042722","-6.242505995","-0.263767884","23.17679115","13.44176968","6.805459968","-0.362999796","4.03658946","-1.201903686","-0.677661659","5.187011919","5.032822757","-1.34672619","-3.099781281","6.397882939","1.543525969","1.412002017","9.170988137","2.463751886","1.108926907","2.855534106","5.42738719","-0.606221674","0.895009182","1.435735842","-1.800441907",
"Malta","MLT","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2.983405861","2.542192848","1.633212099","4.144819542","4.129921816","4.426645503","2.054","3.11207792","2.385251354","2.134768888","2.369592875","2.929492443","2.188490481","1.303837774","2.790828481","3.007966525","2.773264171","1.251349406","4.256736946","2.085357332","1.516833766","2.721905169","2.417624644","1.374906203","0.311500058","1.099931591","0.577054664",
"Myanmar","MMR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","17.62677503","32.27203829","21.9132104","31.83160687","24.09878608","25.1947124","16.27539664","29.69723258","51.48754975","18.40104337","-0.109165515","21.10130538","57.07451126","36.58971753","4.534213741","9.368618142","19.99648734","35.02459707","26.79953719","1.472343114","7.718381959","5.021460146","1.467583227","5.524279207","5.474464713","9.485472555","6.964739177",
