"Data Source","Jobs",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Middle East & North Africa (excluding high income)","MNA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","12.321799984","14.51233162","12.32329924","12.656466395","11.741349218","11.861094153","6.844160862","3.652026207","3.872575464","2.690124858","2.683805353","2.126545269","2.7291356995","4.3359930875","3.7970401765","3.8004680265","5.371119091","4.436843025","12.31073676","2.920897118","3.989841464","4.918552036","6.089096416","4.041875769","2.891566265","1.4947592855","2.738412087",
"Montenegro","MNE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","2.924512581","4.347122157","8.758727696","3.466723732","0.65494657","3.450143112","4.14524725","2.205892681","-0.710514052","1.548691582","-0.271385023",
"Mongolia","MNG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","268.1504889","87.58000933","0.043516101","46.88995215","36.55611489","9.357042177","7.564941503","11.59553876","6.277360205","0.917074687","5.128994994","8.241154494","12.71656741","5.095166617","9.045246163","25.05666447","6.279232928","10.14963142","9.484093293","14.98449058","8.604828111","13.02464811","5.77594951","0.554046135",
"Northern Mariana Islands","MNP","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","47.00520833","32.93323331","45.48532731","42.20002586","63.18337842","54.4340122","48.49135041","7.369276619","1.480359997","2.859510982","12.72360999","9.049967832","16.78138315","13.42632613","12.66349613","7.167769198","13.23866387","8.162567333","10.3277911","3.251692719","12.70123982","10.35113257","2.091276161","4.207963695","2.287040607","2.391863525","9.966216216",
"Mauritania","MRT","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.600225649","5.628666667","10.14181756","9.37034416","4.128258613","6.543790685","4.681306239","4.625346953","8.031666655","4.074176136","3.254067458","4.714896347","3.895705258","5.151901508","10.36762335","12.12564872","6.241033281","7.254108413","7.346635412","2.220920324","6.283540874","5.642433453","4.935879814","4.12964239","3.535218852","0.484554576","1.48600677",
"Mauritius","MUS","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","13.48808879","7.001013775","4.643519299","10.51783845","7.323471544","6.029331885","6.550973361","6.83334335","6.810793238","6.909146249","4.199288256","5.389344262","6.460504781","3.924265717","4.710370601","4.941599281","8.932648402","8.802724653","9.732723333","2.549811288","2.892968717","6.531353547","3.852160333","3.5433","3.217687673","1.286549708","1.023864511",
"Malawi","MWI","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.82353805","12.61531538","23.75135302","22.77271023","34.64963615","83.32577475","37.60204502","9.13735243","29.74865128","44.80416429","29.58148846","22.7","14.74463461","9.576797869","11.42980608","15.41034466","13.97429435","7.952209909","8.712601866","8.422044277","7.411590929","7.622822628","21.271265","27.28333333","23.79206495","21.86905014","21.70724298",
"Malaysia","MYS","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2.617801047","4.358333333","4.7672283","3.536585366","3.724970554","3.450575096","3.488559459","2.662514597","5.270342003","2.744561302","1.534740237","1.416784732","1.807872463","0.992816208","1.518542199","2.960865088","3.609235642","2.027353178","5.440782211","0.583308406","1.710037175","3.2","1.647286822","2.097235462","3.174603175","2.081447964","2.127659574",
"North America","NAC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","5.081322564","4.92509917","2.267332367","2.396512978","1.396360714","2.486824378","2.2508676625","1.979453159","1.274110778","1.961435074","3.048148614","2.6756456295","1.922213018","2.5143290935","2.267247706","2.8031494395","2.613984748","2.4955282375","3.1046854855","-0.0280397315","1.7084574915","3.034488329","1.792507748","1.201562277","1.764429442","0.6219342485","1.3451713765",
"Namibia","NAM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","7.136153115","4.136632131","2.28194607","4.961166893","6.547881411","9.094643072","9.451726515","4.874919876","5.005595181","6.721997773","5.600925023","5.350169669","3.405773308","6.711963782",
"New Caledonia","NCL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","-0.775653011","-7.796641791","-4.475617902","-1.215034965","36.04105831","10.56328867","5.288857513","2.933452534","4.548015777","-2.302125038","2.900149736","4.005514284","2.628865979","-1.614407692","0.262543757","7.797497818","0.04048583","0.053959261","11.30510988","0.582906591","0.804073081","2.94238514","0.45508982","2.298521698","-0.92454472","1.006885086","0.170799497",
"Nigeria","NGA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7.364400306","13.0069731","44.58884272","57.16525283","57.03170891","72.8355023","29.26829268","8.529874214","9.996378124","6.618373395","6.933292156","18.87364621","12.8765792","14.03178361","14.99803382","17.86349337","8.239526517","5.382223652","11.57798352","11.53767275","13.72020184","10.84079259","12.21700718","8.475827285","8.057382626","9.017683791","15.69685447",
"Nicaragua","NIC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7485.492188","2945.092957","23.67371639","20.40065227","6.711705909","10.93554167","11.61887177","9.224712296","13.03844187","11.21673626","9.873","5.986041863","3.750174658","5.302387732","8.470210636","9.599099861","9.140199668","11.12693474","19.82620313","3.687001605","5.454855462","8.082672658","7.193613575","7.135380793","6.035791868","3.999101824","3.519937252",
"Netherlands","NLD","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2.454088775","3.133333333","3.183581125","2.584181676","2.801526718","1.923219722","2.016666667","2.176171185","1.985462309","2.193026177","2.316666342","4.162336858","3.286685765","2.112538768","1.238349793","1.674081313","1.16765306","1.614180118","2.486550321","1.189904616","1.275552568","2.341070178","2.455547653","2.506898527","0.97603508","0.600248147","0.316666667",
"Norway","NOR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","4.113033362","3.420682695","2.342116269","2.271488898","1.398554827","2.456405373","1.258694189","2.580741144","2.2556855","2.333138905","3.08606791","3.017377567","1.28814599","2.475397426","0.46539115","1.522058824","2.332150359","0.728997098","3.766160764","2.166847237","2.399257688","1.300970874","0.709219858","2.131709174","2.025096285","2.17364832","3.55",
"Nepal","NPL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.239700375","15.55745293","17.14952362","7.505394191","8.349286729","7.622969507","9.220466624","4.009988605","11.24446778","7.45111261","2.478820207","2.688303735","3.029399487","5.707009319","2.841811312","6.836332659","6.920335807","5.745910312","9.878396059","11.07764508","9.324000504","9.271714177","9.454180743","9.042681456","8.36797877","7.868908957","8.79034332",
"Nauru","NRU","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.10005319","2.598944591","1.015815867","1.285641548","1.681743029","3.755146714","2.285570765","1.18723143","1.242462113","0.278040771","3.006943697","2.509600993","2.660947121","1.123590179","2.290249093","3.037020739","3.365404493","2.37614328","3.958944282","2.115655853","2.302025783","4.432943294","0.883430295","1.302862025","0.906599199","0.334308399","1.082882132",
"OECD members","OED","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.49627263045795","5.87939192590348","4.02976278178839","4.08279430789131","2.80152671755694","3.75514671392087","2.61241970021413","2.16161230847483","1.96293969849278","2.18802719697377","3.08606790977934","3.01737756714058","2.4610748367655","2.11253876827642","2.22568082012607","2.431540998696","2.46256156403909","2.38805970149255","4.06595165679517","0.855920114122681","1.81353503144187","3.32987017363469","2.45554765291609","1.43472660240715","0.629749069217611","0.234429944519196","0.40104151078891",
"Oman","OMN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","-0.816666667","-0.285666275","0.18537243","0.756938604","1.861435726","3.204130132","5.95521677","12.09082734","3.9351759","3.203396372","4.070057342","2.910702521","1.245416982","1.014014839","0.065290133","1.101052116",
"Pakistan","PAK","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","9.052131553","11.79127034","9.509041462","9.97366476","12.36819439","12.34357852","10.37380859","11.37549289","6.228004154","4.142637181","4.366664513","3.148261446","3.290344726","2.914134701","7.444624693","9.06332737","7.921084401","7.598684411","20.28612109","13.64776506","13.88113926","11.91676947","9.68505341","7.689503655","7.191671165","2.539515909","3.752595854",
"Panama","PAN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","0.769485355","1.256260777","1.82452157","0.453930079","1.268431901","0.994206983","1.255716611","1.324351221","0.559081293","1.247182569","1.498961116","0.307062436","1.005830904","0.391666667","0.182618079","3.181705195","2.095880511","4.168633003","8.758683177","2.409053041","3.491288726","5.875802437","5.698199592","4.027159916","2.637829357","0.125526143","0.746026597",
"Peru","PER","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","7481.663611","409.5301666","73.52829424","48.57998645","23.73690506","11.12870297","11.53794241","8.56218949","7.247821752","3.469659963","3.757338333","1.977098785","0.193135004","2.259377534","3.662473201","1.616301939","2.002258012","1.779986447","5.785875982","2.936231536","1.528320597","3.370685025","3.653732359","2.816502821","3.226046789","3.555396247","3.595722243",
"Philippines","PHL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","12.17735221","19.26145853","8.651003579","6.716311041","10.38647343","6.83199611","7.476103778","5.590259397","9.234934323","5.939049018","3.977125032","5.345501956","2.722772277","2.289156627","4.829210836","6.516853933","5.485232068","2.9","8.260447036","4.219030521","3.789836348","4.647302905","3.172085646","2.997694081","4.104477612","1.433691756","1.766784452",
"Palau","PLW","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.953361599","6.965681278","4.30961457","4.974114303","2.852722174","17.28093268","11.62417829","3.964378052","13.57419177","14.93218174","15.59589331","9.298173328","11.7994471","14.70907797","2.158931313","1.780804399","2.368462384","0.911350456","10.76141823","6.918325326","6.013608936","4.44083401","4.537205082","4.96031746","5.207939509","6.010241667","6.673728814",
"Poland","POL","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","555.3811506","76.70621911","45.32920372","36.86580503","33.25212849","28.07169648","19.81722123","15.08161686","11.72515369","7.275","10.05981512","5.491247883","1.90017396","0.787918582","3.576547231","2.107050758","1.114943945","2.388059701","4.349378235","3.825977877","2.707452359","4.258333333","3.556869954","1.034269836","0.106951872","-0.991300366","-0.609676201",
"Puerto Rico","PRI","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","13.3724586","10.92623405","8.941666667","6.501950585","5.21439345","4.123148338","3.120697568","2.161612308","2.716440297","2.303885779","2.846721116","4.394757132","3.545051699","3.283333333","2.355978699","2.293867255","2.743315096","2.805070127","2.590407797","-0.835530022","1.402572899","3.653011004","2.773338541","0.274416667","-0.278153367","0.487938624","0.607397075",
"Paraguay","PRY","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","37.25995618","24.22535211","15.19274376","18.20866142","20.56619484","13.42541436","9.79968339","6.949566085","11.55326844","6.752265861","8.982159768","7.268060286","10.51024209","14.23679705","4.32326493","6.807382031","9.591308846","8.128776435","10.15454466","2.591946734","4.651162791","8.253968254","3.67591898","2.683857387","5.028827675","3.129002745","4.086822806",
"West Bank and Gaza","PSE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","7.087005912","5.579645058","5.544391804","2.798198924","1.222784759","5.70951586","4.403032217","3.004174986","4.107250707","3.842341256","1.859743794","9.889997887","2.753934851","3.749157276","2.877243585","2.779087683","1.724399336","1.7329851","1.431611458","-0.219106608",
"French Polynesia","PYF","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.000968054","4.417293233","3.060306031","-0.873362445","1.321585903","2.956521739","4.904534606","4.834489819","2.951388889","2.181703204","1.650335224","1.471334348","0.24","2.264565044","6.79933665","8.814395323","11.83580962","13.75816258","15.05014516","-4.863278016","-2.425256752","1.916389889","1.866585067","3.131571042","3.082474313","1.883589329","2.875505832",
"Romania","ROU","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","230.62249","211.2055876","255.1668618","136.7593928","32.24248473","38.82930134","154.7634804","59.09658275","45.80378113","45.66659404","34.46776732","22.53721","15.27397114","11.87686787","8.9890568","6.584588413","4.835779384","7.848325144","5.587663497","6.094215787","5.78777738","3.333800252","3.985359902","1.068961022","-0.593318715","-1.538403049",
"Russian Federation","RUS","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","874.6218469","307.6344092","197.4713847","47.74166667","14.76676632","27.6748415","85.74178151","20.77634088","21.45786502","15.7920011","13.67972036","10.86095476","12.6833396","9.687108886","8.991328161","14.11222781","11.66055046","6.852353956","8.435217224","5.086829568","6.74173735","7.829839704","15.52633251","7.049766291",
"Rwanda","RWA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","4.185763726","19.63716581","9.560411876","12.35438876","","","7.411371735","12.01542252","6.210067095","-2.405932097","3.899529803","3.342855067","1.992585425","7.44970014","12.25071029","9.014089181","8.882826548","9.080722059","15.44493118","10.3941857","2.309146191","5.670682731","6.27090301","4.234780151","1.784100412","2.518087704","5.7254587",
"South Asia","SAS","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.971233545","12.28070175","11.78781925","9.97366476","8.349286729","9.495625322","8.977149075","7.16425362","9.364243007","4.69170563","4.009433962","3.148261446","3.332564933","3.805865922","3.76723848","6.9414754105","6.842798489","7.196728975","10.9599272045","4.9768244765","7.5815297765","9.7366871585","9.383313174","7.592144695","6.820332739","3.530612226","4.1826746595",
"Saudi Arabia","SAU","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2.077151335","4.861111111","-0.077006006","1.055795314","0.564325479","4.868431031","1.222069564","0.057151022","-0.356989861","-1.347894384","-1.125","-1.112515803","0.230120174","0.586734694","0.329698199","0.699359623","2.207346666","4.168713364","9.868751965","5.066632331","5.343137255","5.823591056","2.885962454","3.506263617","2.670525554","2.184637068","3.523510972",
"Sudan","SDN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","65.158098","123.5781269","117.6244689","101.3804238","115.3981443","68.37519295","132.8237774","46.65032277","17.10505647","15.99474583","8.033055445","4.871466645","8.33381706","7.710690832","8.418006386","8.516734349","7.196736744","7.976023489","14.30651248","11.24854637","13.24539414","22.11212074","37.39336493","29.95860642","36.90776377","16.91179225","17.75032648",
"Senegal","SEN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","0.32509863","-1.753556902","-0.109942967","-0.586434615","32.29366686","7.864007846","2.754306635","1.753164781","1.156780704","0.827250608","0.731981982","3.074343208","2.231174465","-0.030312216","0.507883566","1.704502602","2.113459399","5.853304285","5.769758507","-2.248021479","1.228681197","3.403228298","1.421378457","0.698626837","-1.079744817","0.14510746","0.834768889",
"Singapore","SGP","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.460753387","3.425701731","2.263071187","2.289299644","3.100132626","1.720533848","1.383180525","2.003586185","-0.267502293","0.016709834","1.361623924","0.997197956","-0.391676867","0.5079053","1.662727199","0.425106277","1.020916335","2.095144195","6.518590053","0.60362173","2.8","5.252918288","4.528650647","2.378490176","1.01010101","-0.5","-0.502512563",
"Solomon Islands","SLB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","8.737592618","15.05013078","10.75116037","9.168662333","13.25603259","9.629219701","11.77435639","8.084001355","12.39950381","8.020368393","7.88956187","6.925837321","10.92963419","8.269463493","6.985842027","7.330663416","11.21998702","7.666020135","17.3200652","7.092717169","1.051481633","7.34270706","5.912006025","5.391363886","5.165902379","-0.558559364","",
"Sierra Leone","SLE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","110.9457607","102.6945455","65.50018409","22.2094246","24.20415371","25.98074451","23.13702299","14.949538","35.532514","34.08353288","-0.836419038","2.090235066","-3.285945729","7.599512504","14.18840934","12.05087483","9.539384388","11.65614168","-35.83667636","9.252279781","16.63522383","6.788194444","6.588359616","5.51827137","4.645462047","6.693679279","10.88328586",
"El Salvador","SLV","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","23.99916511","14.40267488","11.21448138","18.50668833","10.58580665","10.02965645","9.788920402","4.490136279","2.547059776","0.51482713","2.271287568","3.750820575","1.865525036","2.120390917","4.451943924","4.690948709","4.037123594","4.578085724","6.707922935","1.055950297","0.907806937","5.128923767","1.729577995","0.792509315","1.105775113","-0.73063367","0.603938659",
"San Marino","SMR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","1.430838685","1.685488905","2.095259356","2.498945757","4.293202493","2.19959237","2.585418156","2.007876707","2.827332242","1.604392981","1.113017052","0.145632572","0.57394802",
"Somalia","SOM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","82.66051519","95.60092612","23.30786614","30.1596998","42.45390546","71.12062879","95.00522581","19.49083216","9.876178897","11.02636272","16.11998065","11.724023","6.391706444","12.41098678","8.116950922","6.142553602","11.13739763","7.330385896","7.694263629","2.082447939","1.39235822","1.122313974",
"Sub-Saharan Africa (excluding high income)","SSA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.39634612","10.6579617465","10.09896715","9.717446554","27.44798071","13.868419385","7.411371735","8.209923262","6.6919175825","4.356433745","4.5007885625","5.147468002","5.1123208545","7.136153115","4.474992891","7.482633508","6.946000701","7.08970914","10.3277911","7.254719676","4.257415985","5.670682731","6.27090301","4.904100845","4.3914879905","4.09196825","5.631971937",
"South Sudan","SSD","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","5.006273615","1.169621803","47.30607566","45.07723146","-0.039326314","3.259073527","50.15059835","380.7769037",
"Sub-Saharan Africa","SSF","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.024925955","9.550907413","10.05611674","9.6983965675","26.08157199","13.44176968","7.3827488205","8.169021441","6.661398657","4.7689622315","4.802288869","5.1672399605","5.032822757","6.882658343","4.347340381","7.167769198","6.695264658","7.080998472","10.39393212","7.379439352","4.116984435","5.656558092","6.423401359","4.621519664","4.379840041","4.041590498","5.538485174",
"Sao Tome and Principe","STP","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","35.81717824","50.49313575","12.72517701","12.20894563","9.222037076","10.12872467","9.792419749","13.28588609","17.15220494","23.07703735","18.54851363","31.99010395","16.9574758","13.34005235","14.32090217","10.63793534","8.105832709","6.99849944","5.245732849","5.431253321",
"Suriname","SUR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","21.73994434","25.96746251","43.66617839","143.5115585","368.4780687","235.5588151","-0.701887251","7.145111609","18.9753692","98.77309141","59.40168655","38.58628789","15.52739892","23.00223218","9.98632512","9.898004896","11.28130433","6.426279345","14.66714274","-0.162987837","6.944787295","17.71177964","5.006863194","1.91719888","3.389745726","6.893897277","52.33561798",
"Slovak Republic","SVK","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","13.41013348","9.887168882","5.809254954","6.109533469","6.698271907","10.57044575","12.03577678","7.329630915","3.32331065","8.554143054","7.548500882","2.709084946","4.483331204","2.756723716","4.598179763","1.615104641","0.957018133","3.919285991","3.606102635","1.40047369","-0.07616533","-0.325219777","-0.520010196",
"Slovenia","SVN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","32.85833333","20.99353948","13.46293416","9.792284866","8.361769724","7.913346816","6.14945348","8.878803678","8.422484628","7.470087529","5.578801861","3.589026796","2.477454396","2.462561564","3.611165333","5.65184627","0.855920114","1.840965347","1.810579921","2.598297643","1.760351239","0.200074858","-0.518126124","-0.056665722",
"Sweden","SWE","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","10.46964998","9.337023222","2.281647775","4.647993401","2.200212482","2.52841957","0.470973017","0.517594974","-0.136019172","0.454014788","1.037254649","2.405958341","2.158482136","1.925655349","0.373659829","0.453170853","1.360214686","2.212168834","3.437049106","-0.494460544","1.157988027","2.961150738","0.888377507","-0.04429297","-0.179638494","-0.046784745","0.984269245",
"Eswatini","SWZ","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","13.09228991","8.934306569","7.558295363","12.02342387","13.76932488","12.28859126","6.425213303","7.125327225","8.109965636","6.088860634","12.20853585","5.942109823","12.01971547","7.29","3.445335073","4.774004046","5.304639463","8.076088279","12.65746019","7.448234234","4.509236918","6.105198202","8.939609185","5.619599417","5.685266864","4.954437553","7.84641182",
"Sint Maarten (Dutch part)","SXM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","3.888888889","1.986754967","3.246753247","1.383647799","1.736972705","-0.243902439","-1.100244499","0.618046972","2.57985258","6.347305389","6.268768769","5.969622042","0.175","3.302553864","3.857303914","0.907187718","-0.353465499","5.320600273","36.96475829","31.75444077","-2.404638751","2.559267722","7.110370623","4.338938483","1.385834546","4.041590498","-1.015546276",
"Syrian Arab Republic","SYR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","19.39686722","9","11.00917431","13.2231405","15.32846715","7.979957806","8.249890099","1.886111362","-0.797165633","-3.703703704","-3.846153846","3","-0.130505282","5.796829449","4.433141367","7.240349393","10.02411054","3.907709504","15.74532522","2.920897118","4.397413832","4.753163889","36.70229534","","","","",
"Turks and Caicos Islands","TCA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","-0.738282265","3.19387473","-3.113030672","-8.427933487","41.72489724","9.230325998","11.33087891","5.572257111","4.258851102","-8.025059627","3.822600881","12.43128653","5.191818952","-1.752569412","-5.355400289","7.890365675","8.03628898","-8.97473962","10.29697582","9.952422907","-2.077865746","-3.704295704","14.01820542","0.145451048","1.680835875","3.669900434","",
"Togo","TGO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","1.015341505","0.387081798","1.393786637","-1.006881689","39.16276738","16.43350345","4.6875","8.250825083","0.973332278","-0.070532915","1.890047839","3.910098522","3.074074074","-0.96298958","0.391843843","6.80159017","2.226583649","0.959947037","8.681967213","3.313390805","1.834169331","3.572277228","2.630773937","1.766766021","0.186716067","1.789864499","0.854424699",
"Thailand","THA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","5.863994744","5.709852599","4.139145751","3.312191684","5.047748977","5.818181818","5.805105547","5.625797471","7.99472875","0.284726459","1.591969175","1.626908873","0.697308977","1.804349946","2.759149262","4.540369196","4.63747436","2.241540953","5.468489496","-0.845716092","3.247588424","3.809820409","3.02","2.18496066","1.895890134","-0.900164342","0.188334903",
"Tajikistan","TJK","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","38.59188945","12.24998478","16.30349121","7.141965084","7.091932443","10.01086519","13.14912471","20.47052191","6.448234811","6.419565094","12.43154904","5.83116601","5.009646453","6.104427651","5.714559496","6.004580823",
"Turkmenistan","TKM","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","7.165158914","3.23751394","1.111674004","3.936162599","10.30090202","9.064236219","0.669681186","6.765976802","13.49984024","11.80030967","11.15662246","0.443548387","0.63428342","-1.220679751",
"Tonga","TON","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","9.709863846","10.5954494","7.936980122","0.96090446","1.012952067","1.460006304","2.99528024","2.124731324","3.274445543","4.464354677","6.327635514","8.290283189","10.35906079","11.63862196","10.97340537","8.665692211","6.149116065","5.842248749","10.44698751","1.426859721","3.534912023","6.270753408","1.147538537","0.775629322","2.510876333","-1.05399832","2.579997777",
"Trinidad and Tobago","TTO","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","11.06442577","3.783102144","6.439854192","10.83523592","8.814694018","5.182205395","3.404574428","3.626078758","5.612709077","3.439135909","3.555413197","5.536653263","4.139395011","3.813487345","3.722490387","6.885944155","8.316729393","7.889358223","12.0484971","6.971370604","10.54738949","5.099366154","9.268580239","5.199817405","5.684418146","4.658171173","3.060468943",
"Tunisia","TUN","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","6.545293073","8.193715095","5.824345146","3.974956319","4.73323064","6.244150287","3.725144727","3.652026207","3.125365797","2.690124858","2.962307947","1.983333333","2.721032849","2.712592475","3.63228005","2.017786414","4.490513515","3.416546647","4.920696325","3.524813804","4.416268965","3.544029353","5.138117098","5.798544619","4.937735303","4.857182282","3.711014607",
"Turkey","TUR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","60.31270205","65.96942143","70.07279114","66.09708259","106.2627286","88.10770257","80.34690278","85.7332416","84.6413357","64.8674792","54.91538241","54.40018404","44.96412355","25.29636788","10.58423624","10.13840492","9.597242123","8.75618091","10.44412838","6.250976631","8.566444206","6.471879671","8.891569965","7.493090305","8.854572714","7.670853648","7.775134153",
"Tuvalu","TUV","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","35.82677165","28.69565217","21.84684685","25.27726433","34.08336407","27.42778542","20.97725964","16.09065493","12.79975405","7.890433361","5.923961096","5.147468002","5.317833661","5.303566215","4.735801439","5.034570093","7.250972621","7.02551437","10.27839376","12.14222787","6.200155956","12.69096947","16.00109385","7.870723646","6.13161433","5.587837361","5.170320175",
"Uganda","UGA","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","33.11865022","28.0681431","52.44226881","1.163982625","10.03675988","6.55014019","7.191646604","8.169021441","0.068804172","5.777368987","3.392021585","1.865125241","-0.287508512","8.680476516","3.72128744","8.448726423","7.310676136","6.138510833","12.05085555","13.01725619","3.976552885","18.69290448","12.67970067","4.904100845","3.076285108","5.416061599","5.464428082",
"Ukraine","UKR","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","","","","4734.914347","891.1877481","376.7461748","80.32550146","15.94059941","10.57716115","22.68367181","28.20309724","11.95880854","0.757420846","5.179677819","9.048067861","13.56957649","9.056316591","12.84019539","25.23191095","15.89456869","9.378589479","7.960094513","0.555555556","-0.276243094","12.18836565","48.72427984","13.89503782",
